ID,小区名称,户型,面积,区域,楼层,朝向,价格（W）,单价（平方米）,建筑时间
24627,桂花园（青浦）,3室1厅,72.95,青浦,高区/6层,朝南,230,31528,1995年建
24628,金水湾（公寓）,3室2厅,140.38,青浦,中区/6层,,500,35617,2003年建
24629,运杰城市花园,3室2厅,136.51,青浦,中区/16层,朝南北,477,34942,2004年建
24630,盈中西路135弄,3室1厅,77.83,青浦,中区/7层,,260,33406,1997年建
24631,现代华庭（公寓）,2室1厅,88.72,青浦,低区/6层,朝南北,330,37195,2008年建
24632,佳乐苑,2室2厅,123.72,青浦,低区/12层,,390,31522,2005年建
24633,西部花苑,3室2厅,113.35,青浦,高区/6层,朝南北,340,29995,
24634,留水园别墅,3室1厅,113.37,青浦,中区/7层,,410,36164,1999年建
24635,西部花苑,3室2厅,94.67,青浦,高区/6层,朝南北,325,34329,
24636,庆丰新村,3室1厅,92.85,青浦,低区/6层,朝,296,31879,1997年建
24637,万寿新村（青浦）,2室1厅,58.61,青浦,低区/6层,,205,34976,
24638,广虹公寓,3室2厅,122.11,青浦,高区/6层,朝南北,490,40127,2004年建
24639,广虹公寓,3室2厅,111.15,青浦,低区/6层,朝南,450,40485,1997年建
24640,康虹花园（公寓）,1室2厅,66.62,青浦,高区/3层,,330,49534,1994年建
24641,高景花园,2室2厅,90.51,青浦,高区/6层,朝南,400,44194,2002年建
24642,教苑新村,4室2厅,101.56,青浦,高区/6层,朝南北,380,37416,2000年建
24643,吉富绅花园,2室2厅,98.3,青浦,高区/21层,朝南,400,40691,2005年建
24644,佳乐苑,3室2厅,145.35,青浦,低区/13层,,420,28895,2005年建
24645,盈中西路135弄,3室1厅,72.6,青浦,中区/7层,,220,30303,1997年建
24646,保安新村,2室2厅,85.24,青浦,低区/7层,,270,31675,1997年建
24647,金地格林郡,3室2厅,125.76,青浦,高区/11层,,375,29818,2007年建
24648,祥腾假日风情商业广场,2室1厅,85.28,青浦,中区/9层,,95,11139,2011年建
24649,桂花园（青浦）,3室2厅,112.97,青浦,低区/6层,朝南,345,30539,1996年建
24650,仁恒运杰河滨花园,4室2厅,166.05,青浦,低区/17层,朝南,598,36013,2006年建
24651,南沁园,3室2厅,114.97,青浦,高区/6层,,330,28703,
24652,城北新村,2室1厅,58.13,青浦,中区/5层,朝南,170,29244,1983年建
24653,广虹公寓,4室1厅,115.74,青浦,中区/6层,朝东西,450,38880,1995年建
24654,新虹桥明珠花园,3室2厅,131.32,青浦,中区/6层,朝南,520,39597,2001年建
24655,佳乐苑,4室2厅,160.27,青浦,高区/6层,,640,39932,2005年建
24656,佳乐苑,3室2厅,140.19,青浦,高区/11层,朝南北,490,34952,2005年建
24657,盈港新村,3室2厅,120.39,青浦,高区/6层,朝南北,362,30068,1999年建
24658,保安新村,2室2厅,85.2,青浦,高区/7层,朝南北,255,29929,1997年建
24659,西郊大公馆,5室3厅,318.11,青浦,地上2层,(进门) 南北,3650,114740,2005年建
24660,圣地维拉,4室2厅,270.53,青浦,地上3层,(进门) 北,1250,46205,
24661,祥龙小区,3室2厅,120.9,青浦,低区/6层,,380,31430,1999年建
24662,龙湖紫都城,3室1厅,90.84,青浦,高区/22层,朝南,420,46235,
24663,民乐佳苑,2室1厅,67.65,青浦,高区/5层,,250,36954,2006年建
24664,旭辉玫瑰湾,2室2厅,89.81,青浦,高区/14层,,360,40084,2012年建
24665,富力桃园（公寓）,3室2厅,90.17,青浦,高区/15层,朝南北,352,39037,2011年建
24666,新城盛景园,3室2厅,86.19,青浦,低区/5层,朝南北,360,41768,2011年建
24667,旭辉玫瑰湾,2室2厅,90.17,青浦,低区/14层,朝,350,38815,2012年建
24668,中信泰富朱家角新城,3室2厅,210.18,青浦,低区/3层,朝南北,635,30212,2008年建
24669,体育新村,2室2厅,96.94,青浦,高区/7层,朝南,320,33010,
24670,新城盛景园,3室2厅,88.45,青浦,中区/8层,,380,42962,2009年建
24671,北极星广场,1室0厅,70,青浦,低区/13层,朝北,175,25000,
24672,旭辉玫瑰湾,2室2厅,90.14,青浦,低区/14层,朝南,340,37719,2012年建
24673,民乐佳苑,1室1厅,64.02,青浦,低区/6层,朝南北,210,32802,2005年建
24674,龙湖紫都城,2室2厅,79.76,青浦,低区/23层,,310,38866,
24675,旭辉玫瑰湾,2室1厅,89.36,青浦,中区/14层,朝南,360,40286,2012年建
24676,康虹花园（公寓）,2室2厅,82.1,青浦,高区/3层,,410,49939,1994年建
24677,中铁逸都,3室2厅,98.9,青浦,中区/13层,朝南,400,40444,2014年建
24678,北极星广场,1室1厅,47,青浦,低区/13层,朝西,120,25531,
24679,北极星广场,1室1厅,310,青浦,高区/5层,朝东北,620,20000,
24680,旭辉玫瑰湾,2室2厅,90.18,青浦,中区/14层,朝南,360,39920,2012年建
24681,东渡青筑,3室2厅,128.43,青浦,高区/16层,朝南,520,40488,2014年建
24682,龙湖紫悦湾（公寓）,3室2厅,90.02,青浦,低区/18层,,390,43323,2015年建
24683,体育新村,2室2厅,96.94,青浦,中区/7层,朝南,300,30946,
24684,合生御廷园（公寓）,2室1厅,94.93,青浦,中区/8层,朝南北,500,52670,
24685,锦绣逸庭,2室2厅,89.32,青浦,高区/13层,朝南,440,49261,2014年建
24686,南山雨果（公寓）,3室2厅,89.26,青浦,中区/11层,,480,53775,2015年建
24687,南山雨果（公寓）,3室2厅,88.41,青浦,低区/12层,,470,53161,2015年建
24688,城东新村,3室1厅,60.97,青浦,低区/6层,朝南北,205,33623,
24689,绿中海明苑（公寓）,3室2厅,113.77,青浦,高区/11层,朝南,570,50101,2009年建
24690,锦绣逸庭,4室2厅,180.05,青浦,中区/13层,朝南,950,52763,2014年建
24691,民乐佳苑,4室2厅,146.95,青浦,高区/6层,朝南北,470,31983,2005年建
24692,中铁逸都,3室2厅,119.32,青浦,高区/6层,朝南,520,43580,2014年建
24693,巷佳华苑,2室1厅,81.9,青浦,高区/6层,朝南北,315,38461,2008年建
24694,金域水岸苑,4室2厅,200.07,青浦,中区/11层,朝南北,640,31988,2005年建
24695,金域水岸苑,3室2厅,145.7,青浦,低区/8层,,553,37954,2005年建
24696,珠溪新苑,2室2厅,100.16,青浦,低区/5层,,225,22464,2009年建
24697,嘉憬河畔公寓,4室3厅,125.36,青浦,高区/6层,朝南北,410,32705,2002年建
24698,民乐佳苑,5室2厅,161.59,青浦,高区/5层,朝南北,550,34036,2005年建
24699,新锦港花园,2室2厅,100.17,青浦,高区/6层,朝南北,400,39932,2003年建
24700,新青浦花苑（公寓）,3室2厅,128.73,青浦,中区/6层,朝南北,440,34180,
24701,龙湖滟澜山（公寓）,1室1厅,86.43,青浦,中区/4层,朝,290,33553,2010年建
24702,乐湖新村,3室1厅,95.28,青浦,高区/6层,朝南,300,31486,2010年建
24703,富力桃园（别墅）,3室2厅,340.37,青浦,地上3层,(进门) 南,850,24972,
24704,南山雨果（别墅）,4室2厅,281.4,青浦,地上3层,(进门) 南,1200,42643,
24705,富力桃园（别墅）,4室2厅,333,青浦,地上3层,(进门) 北,900,27027,
24706,康虹花园（公寓）,1室2厅,66.62,青浦,低区/4层,,299,44881,1994年建
24707,康虹花园（公寓）,1室2厅,66.62,青浦,低区/4层,朝南北,299,44881,1994年建
24708,新青浦花苑（公寓）,4室2厅,217.21,青浦,低区/5层,朝南,658,30293,1998年建
24709,晨兴花园,3室2厅,149.29,青浦,低区/6层,,465,31147,2008年建
24710,新青浦花苑（公寓）,3室1厅,166.14,青浦,高区/6层,朝南,420,25279,
24711,新锦港花园,6室3厅,226.92,青浦,高区/11层,朝南北,698,30759,2004年建
24712,新锦港花园,3室2厅,121.5,青浦,高区/6层,朝南北,400,32921,2003年建
24713,新城盛景园,5室2厅,312.66,青浦,低区/6层,朝南北,980,31343,2008年建
24714,新锦港花园,3室2厅,130.35,青浦,高区/6层,,425,32604,2003年建
24715,康虹花园（别墅）,5室3厅,333.27,青浦,地上3层,(进门) 东,1050,31505,1994年建
24716,新青浦佳园,4室2厅,139.61,青浦,高区/6层,朝,488,34954,2005年建
24717,晨兴花园,3室2厅,160.31,青浦,高区/6层,朝南,480,29941,2008年建
24718,大豪山林别墅,4室3厅,314.6,青浦,地上2层,(进门) 东,1880,59758,2008年建
24719,君悦湾墅,4室2厅,253.11,青浦,地上3层,(进门) 西北,1418,56023,
24720,西郊华城,3室2厅,145.94,青浦,地上2层,(进门) 南,1100,75373,1998年建
24721,绿地时代名邸,1室1厅,63,青浦,低区/24层,,155,24603,
24722,中海翡翠湖岸,3室2厅,260.5,青浦,地上2层,(进门) 东,1250,47984,
24723,新虹桥雅苑,2室2厅,90.26,青浦,低区/14层,朝南,560,62042,2012年建
24724,桂花园（青浦）,3室1厅,89.54,青浦,高区/6层,朝南,260,29037,1996年建
24725,新虹桥雅苑,1室1厅,60.34,青浦,中区/14层,朝南,415,68776,2012年建
24726,西郊半岛名苑,3室2厅,143.81,青浦,中区/4层,朝南北,610,42417,2013年建
24727,上海豪都国际花园（别墅）,3室1厅,140.57,青浦,地上2层,(进门) 南,690,49085,1996年建
24728,城东新村,2室1厅,51.66,青浦,高区/6层,朝南,175,33875,1991年建
24729,万寿新村（青浦）,3室1厅,65.3,青浦,低区/6层,朝南,220,33690,
24730,青水湾公寓,2室1厅,60.02,青浦,低区/11层,朝南,240,39986,2006年建
24731,新虹桥雅苑,2室2厅,83.32,青浦,低区/14层,朝南北,510,61209,2012年建
24732,夏阳金城,2室2厅,89,青浦,中区/4层,朝南北,270,30337,2005年建
24733,东方庭院（别墅）,4室2厅,217.31,青浦,地上4层,(进门) 南北,570,26229,2008年建
24734,高景花园,2室1厅,68.69,青浦,低区/6层,朝,310,45130,2003年建
24735,翠苑（公寓）,3室1厅,84.13,青浦,高区/5层,,270,32093,2010年建
24736,上海豪都国际花园（公寓）,3室2厅,127.9,青浦,高区/6层,朝南北,475,37138,1998年建
24737,崧泽公寓,3室1厅,80.28,青浦,高区/5层,朝南,255,31763,1998年建
24738,金地格林郡,3室2厅,133.33,青浦,高区/11层,朝南北,385,28875,2007年建
24739,吉富绅花园,2室1厅,88.9,青浦,高区/18层,朝西南,340,38245,2009年建
24740,城东新村,2室1厅,58.1,青浦,低区/6层,朝南,190,32702,1993年建
24741,沁风雅泾,4室2厅,234.22,青浦,地上3层,(进门) 南,1270,54222,2010年建
24742,淞浦花园,3室2厅,104.29,青浦,低区/6层,朝,365,34998,2004年建
24743,广虹馨苑,2室2厅,81,青浦,低区/6层,朝南北,375,46296,2003年建
24744,梦丹苑,2室2厅,86.27,青浦,中区/6层,朝南,283,32803,1998年建
24745,金地格林郡,3室2厅,122.89,青浦,中区/11层,朝南北,415,33770,2007年建
24746,都汇华庭,2室2厅,48.1,青浦,高区/11层,朝南,190,39501,2005年建
24747,西郊紫郡,6室3厅,368.89,青浦,地上2层,,2280,61807,2005年建
24748,沁风雅泾,5室2厅,366,青浦,地上3层,(进门) 北,1400,38251,2010年建
24749,桂花园（青浦）,3室1厅,89.54,青浦,中区/6层,朝南,288,32164,1996年建
24750,庆华新村,2室1厅,51.06,青浦,高区/5层,,158,30943,1983年建
24751,梦丹苑,2室1厅,76.46,青浦,中区/6层,朝南,240,31388,1998年建
24752,新虹桥雅苑,2室2厅,83.32,青浦,高区/14层,朝南,540,64810,2012年建
24753,启航城,1室1厅,48.28,青浦,中区/18层,朝南,162,33554,2011年建
24754,龙湖滟澜山（别墅）,5室3厅,262.37,青浦,地上4层,,930,35446,2010年建
24755,吉富绅花园,2室2厅,98.28,青浦,高区/21层,朝南,380,38665,2005年建
24756,珠江悦公馆,2室1厅,79.35,青浦,中区/24层,,260,32766,2013年建
24757,大华西郊别墅,5室2厅,288,青浦,地上3层,(进门) 南北,1900,65972,2010年建
24758,圣堡别墅,6室3厅,373.12,青浦,地上2层,(进门) 东,1960,52530,2004年建
24759,大豪山林别墅,5室3厅,377.86,青浦,地上2层,(进门) 南,2100,55576,2007年建
24760,海上湾华庭紫园,3室2厅,336,青浦,地上2层,(进门),700,20833,2011年建
24761,中海翡翠湖岸,4室2厅,222.09,青浦,地上2层,(进门) 南,1200,54032,
24762,太阳岛高尔夫温泉别墅,4室2厅,303.59,青浦,地上2层,(进门) 南,560,18445,2004年建
24763,新虹桥明珠花园,3室2厅,146.02,青浦,中区/6层,朝南,600,41090,2000年建
24764,城东新村,2室1厅,51.2,青浦,低区/6层,朝南北,175,34179,1991年建
24765,沁风雅泾,4室2厅,231.62,青浦,地上3层,(进门) 南,1500,64761,2010年建
24766,东方庭院（公寓）,3室2厅,194.69,青浦,高区/3层,,487,25014,2008年建
24767,景港名人苑,3室2厅,75.98,青浦,中区/6层,朝,340,44748,2010年建
24768,西郊美德苑,2室1厅,91.75,青浦,低区/20层,朝南北,400,43596,2010年建
24769,帕缇欧香苑,3室2厅,144.16,青浦,低区/12层,朝南,560,38845,2007年建
24770,佳乐苑,2室1厅,49.72,青浦,低区/6层,,205,41230,2005年建
24771,高景花园,1室1厅,59.98,青浦,低区/6层,朝南,288,48016,2003年建
24772,华骥苑,2室1厅,77.67,青浦,中区/6层,朝南,260,33474,2008年建
24773,河畔花园,2室2厅,84.45,青浦,中区/5层,,253,29958,2006年建
24774,万寿新村（青浦）,3室1厅,104.98,青浦,高区/5层,,380,36197,
24775,海珀晶华（一期）,4室3厅,234.58,青浦,地上2层,(进门) 南,1500,63944,
24776,泰安公寓,4室2厅,192.13,青浦,高区/4层,朝南北,326,16967,2006年建
24777,留水园别墅,2室2厅,93.43,青浦,高区/6层,,280,29968,2001年建
24778,富力桃园（公寓）,4室2厅,136.77,青浦,低区/8层,朝南北,490,35826,2011年建
24779,晨兴花园,2室2厅,73,青浦,高区/6层,朝南,260,35616,2008年建
24780,金地格林郡,2室2厅,79.75,青浦,高区/11层,朝南北,295,36990,2008年建
24781,圣地维拉,5室3厅,261.27,青浦,地上2层,(进门) 南北,1680,64301,2006年建
24782,西部花苑,2室2厅,87.32,青浦,高区/6层,朝南北,300,34356,
24783,淀湖山庄,3室2厅,114.12,青浦,中区/5层,朝南北,290,25411,2003年建
24784,金地格林郡,3室2厅,121.7,青浦,低区/11层,朝南,380,31224,2007年建
24785,三元新村,2室2厅,78.5,青浦,中区/6层,朝,258,32866,
24786,康虹佳园（别墅）,5室3厅,336.24,青浦,地上3层,(进门) 北,1400,41636,2004年建
24787,绿地国际山庄,4室2厅,202.61,青浦,地上3层,(进门) 北,700,34549,
24788,龙湖滟澜山（别墅）,3室2厅,213.58,青浦,地上4层,(进门) 南北,860,40265,2010年建
24789,中海翡翠湖岸,3室3厅,348.07,青浦,地上2层,(进门) 南,1500,43094,
24790,丽都别墅,5室3厅,708,青浦,地上2层,(进门) 北,2800,39548,2003年建
24791,古北佘山国际别墅,5室2厅,410.88,青浦,地上2层,(进门) 南,1980,48189,
24792,东方庭院（别墅）,4室2厅,282.4,青浦,地上3层,(进门) 西,1000,35410,2009年建
24793,久事西郊名墅,5室2厅,243.54,青浦,地上3层,,1700,69803,2011年建
24794,合生御廷园（别墅）,2室2厅,150,青浦,地上3层,(进门) 南北,525,35000,2011年建
24795,合生御廷园（别墅）,3室0厅,288,青浦,地上3层,,525,18229,2011年建
24796,宝宜苑,3室2厅,134.5,青浦,中区/5层,朝南,350,26022,1998年建
24797,富力桃园（公寓）,4室2厅,152.16,青浦,中区/8层,朝南北,517,33977,2011年建
24798,绿中海雅庭（别墅）,5室2厅,270.83,青浦,地上1层,,1200,44308,2012年建
24799,龙湖紫都城,3室1厅,92.68,青浦,中区/22层,朝南,400,43159,
24800,富力桃园（别墅）,4室2厅,217.88,青浦,地上3层,(进门) 南北,950,43601,
24801,合生御廷园（别墅）,3室2厅,196.01,青浦,地上3层,,800,40814,2010年建
24802,民乐佳苑,5室2厅,161.16,青浦,高区/5层,朝南北,410,25440,2005年建
24803,盈湖三岛（别墅）,4室2厅,219.95,青浦,地上3层,(进门),720,32734,2004年建
24804,富力桃园（别墅）,4室2厅,221.04,青浦,地上3层,(进门) 北,699,31623,
24805,绿中海明苑（公寓）,3室2厅,135.34,青浦,中区/10层,朝南北,650,48027,2010年建
24806,西郊美林馆,4室2厅,293.33,青浦,地上3层,(进门) 南,1500,51136,
24807,长堤花园别墅,5室3厅,604,青浦,地上2层,(进门) 北,1800,29801,
24808,安盛杉庄,4室3厅,348.87,青浦,地上3层,(进门) 北,1500,42995,2001年建
24809,东方庭院（别墅）,4室2厅,229.73,青浦,地上2层,(进门) 南,628,27336,2007年建
24810,观庭,4室2厅,498,青浦,地上2层,(进门) 南,1680,33734,2007年建
24811,启航城,3室2厅,80.56,青浦,高区/18层,朝南北,230,28550,2011年建
24812,佳乐苑,2室1厅,73.54,青浦,高区/6层,,260,35354,2005年建
24813,上海豪都国际花园（公寓）,2室2厅,88,青浦,低区/6层,,370,42045,1998年建
24814,梦丹苑,3室2厅,97.49,青浦,中区/6层,朝南,292,29951,1998年建
24815,都市绿舟,2室2厅,95,青浦,中区/6层,,340,35789,2004年建
24816,帕缇欧香苑,2室2厅,115.7,青浦,低区/12层,朝南北,422,36473,2007年建
24817,盈中新村,2室1厅,54.72,青浦,高区/6层,朝南,180,32894,1980年建
24818,华骥苑,2室2厅,77.67,青浦,中区/6层,,270,34762,2008年建
24819,张家圩路77弄,3室2厅,137.37,青浦,中区/4层,朝南北,410,29846,2014年建
24820,阁游路777弄,2室2厅,88.84,青浦,中区/5层,,275,30954,2011年建
24821,城中东路309号,3室1厅,80.2,青浦,中区/7层,朝南,258,32169,1994年建
24822,富力桃园（公寓）,4室2厅,136.77,青浦,低区/8层,朝,490,35826,2011年建
24823,旭辉玫瑰湾,2室2厅,85.75,青浦,高区/14层,朝东西,480,55976,2012年建
24824,万科锦源（公寓）,2室2厅,88.97,青浦,中区/8层,朝南北,450,50578,2011年建
24825,富力桃园（公寓）,4室2厅,142.25,青浦,高区/12层,朝南北,520,36555,2012年建
24826,合生御廷园（别墅）,4室2厅,270,青浦,地上3层,(进门) 南,1100,40740,2011年建
24827,合生御廷园（别墅）,4室3厅,71.91,青浦,地上3层,(进门) 南,1100,152968,2011年建
24828,宜达新居,2室2厅,98.68,青浦,中区/6层,,365,36988,2006年建
24829,新青浦佳园,3室2厅,120.22,青浦,中区/5层,朝南,420,34935,2004年建
24830,富力桃园（公寓）,3室2厅,90.68,青浦,低区/8层,朝南北,370,40802,2011年建
24831,金水湾（公寓）,2室2厅,94.7,青浦,低区/6层,朝南北,380,40126,2003年建
24832,安盛杉庄,4室3厅,301.44,青浦,地上3层,(进门) 南,1550,51419,2001年建
24833,阁游路777弄,3室2厅,86.14,青浦,中区/5层,朝南,260,30183,2011年建
24834,御澜湾,3室2厅,114.14,青浦,高区/8层,朝南,470,41177,2012年建
24835,久事西郊花园,3室3厅,163.21,青浦,地上4层,(进门) 南,850,52080,1998年建
24836,海天花园（公寓）,3室2厅,164.77,青浦,中区/2层,朝南北,700,42483,2000年建
24837,湖畔佳苑（别墅）,5室2厅,413.45,青浦,地上2层,(进门) 南,2000,48373,2004年建
24838,北极星广场,1室0厅,49,青浦,高区/13层,朝西南,130,26530,
24839,南山雨果（公寓）,2室2厅,86.61,青浦,中区/11层,朝南北,510,58884,2015年建
24840,佳乐苑,4室2厅,160.27,青浦,高区/6层,朝南,420,26205,2005年建
24841,西郊半岛名苑,2室2厅,87.82,青浦,高区/20层,朝南,360,40992,2014年建
24842,西郊美德苑,2室2厅,91.75,青浦,高区/20层,朝南北,430,46866,2010年建
24843,西部花苑,2室2厅,101.01,青浦,低区/6层,朝南北,375,37125,
24844,龙湖滟澜山（公寓）,1室1厅,86.43,青浦,中区/4层,朝南,250,28925,2010年建
24845,仁恒运杰河滨花园,2室2厅,89.65,青浦,中区/18层,朝南北,340,37925,2010年建
24846,绿地时代名邸,2室2厅,84.5,青浦,中区/22层,,210,24852,
24847,招商虹桥华府,3室2厅,92.33,青浦,中区/13层,朝南,548,59352,
24848,万寿新村（青浦）,2室1厅,57.15,青浦,高区/6层,朝南北,193,33770,
24849,龙湖滟澜山（公寓）,3室2厅,85.44,青浦,中区/4层,,700,81928,2010年建
24850,西郊半岛名苑,3室2厅,145.28,青浦,中区/18层,,550,37857,2014年建
24851,绿地时代名邸,1室1厅,62.29,青浦,中区/28层,朝南,170,27291,
24852,绿地时代名邸,2室2厅,79,青浦,中区/11层,,220,27848,
24853,南山雨果（公寓）,2室2厅,88.1,青浦,低区/11层,,450,51078,2015年建
24854,绿地时代名邸,2室1厅,76.23,青浦,中区/18层,朝南,200,26236,
24855,西部花苑,2室2厅,76.03,青浦,中区/6层,朝南北,240,31566,
24856,南山雨果（公寓）,3室2厅,89.3,青浦,低区/11层,朝南北,450,50391,2015年建
24857,启航城,3室1厅,86.32,青浦,高区/18层,朝南北,218,25254,2010年建
24858,招商虹桥华府,3室2厅,92.72,青浦,高区/13层,朝,550,59318,
24859,盈中新村,1室1厅,33.06,青浦,高区/6层,朝南,115,34785,1987年建
24860,绿地时代名邸,2室2厅,87.47,青浦,中区/28层,,210,24008,
24861,佳乐苑,3室2厅,129.71,青浦,中区/6层,,350,26983,2005年建
24862,鹤祥苑,3室2厅,124.3,青浦,中区/5层,朝南,245,19710,2010年建
24863,新虹桥雅苑,2室2厅,90.56,青浦,中区/14层,,510,56316,2012年建
24864,都汇华庭,2室1厅,64.17,青浦,中区/11层,朝北,172,26803,2005年建
24865,招商虹桥华府,2室2厅,81.8,青浦,低区/13层,朝南,520,63569,
24866,逸皓华庭（公寓）,2室2厅,90.18,青浦,低区/12层,,310,34375,2012年建
24867,新城忆华里,2室2厅,85.79,青浦,中区/5层,朝南,375,43711,
24868,城北新村,1室1厅,36.65,青浦,高区/6层,,115,31377,1983年建
24869,新虹桥雅苑,2室2厅,90.56,青浦,高区/14层,朝南北,520,57420,2012年建
24870,绿中海明苑（公寓）,2室2厅,90.7,青浦,中区/11层,朝南北,500,55126,2014年建
24871,龙湖滟澜山（公寓）,1室1厅,84.16,青浦,高区/4层,朝,650,77233,2010年建
24872,上海捷克住宅小区（公寓）,4室2厅,158.71,青浦,中区/4层,朝,600,37804,2005年建
24873,上海豪都国际花园（公寓）,3室2厅,127.9,青浦,低区/6层,朝,550,43002,1998年建
24874,运杰城市花园,3室2厅,123.98,青浦,低区/14层,朝,396,31940,2004年建
24875,帕缇欧香苑,3室2厅,144.16,青浦,中区/12层,朝南,500,34683,2007年建
24876,青安路58号,1室0厅,95,青浦,高区/17层,,237,24947,
24877,青安路58号,1室0厅,47,青浦,高区/17层,,117,24893,
24878,青安路58号,1室0厅,44,青浦,高区/17层,,110,25000,
24879,青安路58号,1室0厅,44,青浦,高区/17层,,110,25000,
24880,吉富绅花园,3室2厅,137.89,青浦,高区/17层,朝南,488,35390,2005年建
24881,上海捷克住宅小区（公寓）,2室2厅,89.03,青浦,中区/7层,朝,390,43805,2009年建
24882,绿中海明苑（公寓）,3室2厅,90.75,青浦,中区/11层,朝南,540,59504,2014年建
24883,城北新村,3室1厅,69.82,青浦,高区/6层,朝南,210,30077,1984年建
24884,庆华新村,3室1厅,76.16,青浦,中区/5层,朝南北,250,32825,1983年建
24885,翠苑（公寓）,2室2厅,91.46,青浦,中区/5层,,270,29521,2010年建
24886,翠苑（公寓）,2室1厅,91.39,青浦,中区/5层,,270,29543,2010年建
24887,青水湾公寓,1室1厅,50.36,青浦,中区/11层,朝南,200,39714,2006年建
24888,绿中海明苑（公寓）,3室2厅,114.28,青浦,低区/11层,朝,695,60815,2009年建
24889,万寿新村（青浦）,2室1厅,66.79,青浦,高区/6层,朝南,200,29944,
24890,祥腾假日风情商业广场,2室2厅,87.47,青浦,中区/12层,朝南,90,10289,2011年建
24891,西郊玫瑰湾花苑（公寓）,4室2厅,177.69,青浦,中区/11层,,700,39394,2003年建
24892,蓬莱山庄,3室1厅,91.13,青浦,中区/5层,朝南北,290,31822,1997年建
24893,庆华新村,2室1厅,50.76,青浦,高区/5层,朝南北,178,35066,1983年建
24894,佳乐苑,3室2厅,130.24,青浦,高区/6层,朝南北,416,31941,2005年建
24895,盈中新村,2室1厅,51.33,青浦,高区/6层,朝南,160,31170,1987年建
24896,民惠佳苑,2室1厅,77.6,青浦,高区/11层,朝南,185,23840,2012年建
24897,西郊美德苑,2室2厅,91.66,青浦,中区/21层,朝南,450,49094,2010年建
24898,夏阳金城,2室1厅,93.41,青浦,中区/5层,,275,29440,2005年建
24899,景都公寓,3室2厅,115.77,青浦,中区/5层,,480,41461,1997年建
24900,鹤祥苑,3室1厅,118.32,青浦,高区/5层,朝南北,250,21129,2009年建
24901,庆华新村,2室1厅,55.23,青浦,高区/5层,,190,34401,1983年建
24902,三元新村,1室1厅,46.92,青浦,高区/6层,,160,34100,
24903,绿中海明苑（公寓）,2室2厅,114.31,青浦,中区/11层,朝,550,48114,2009年建
24904,启航城,3室2厅,95.58,青浦,高区/18层,,350,36618,2010年建
24905,绿中海明苑（公寓）,2室2厅,113.26,青浦,高区/11层,朝南北,530,46794,2009年建
24906,西部花苑,2室2厅,90.72,青浦,高区/6层,,300,33068,
24907,仁恒运杰河滨花园,2室2厅,89.5,青浦,高区/18层,朝南,410,45810,2010年建
24908,青松路447弄,2室1厅,79.46,青浦,高区/6层,朝南北,220,27686,1999年建
24909,万寿新村（青浦）,3室2厅,139.4,青浦,高区/6层,朝南,460,32998,
24910,城中西路9号,2室1厅,52.66,青浦,高区/6层,,185,35131,1989年建
24911,运杰城市花园,3室2厅,123.98,青浦,低区/14层,朝南,445,35892,2004年建
24912,青安路58号,1室0厅,41.76,青浦,中区/17层,,125,29932,
24913,万寿新村（青浦）,2室1厅,78.58,青浦,高区/6层,朝南,283,36014,
24914,景港名人苑,3室2厅,60.6,青浦,低区/6层,,224,36963,2010年建
24915,景港名人苑,3室2厅,75.07,青浦,低区/6层,朝,278,37032,2010年建
24916,新虹桥明珠花园,3室2厅,140.41,青浦,中区/6层,朝南,580,41307,2001年建
24917,泰安公寓,2室1厅,95.95,青浦,低区/4层,,220,22928,2006年建
24918,中海翡翠湖岸,4室3厅,341.03,青浦,地上2层,(进门) 南,1600,46916,
24919,上海豪都国际花园（公寓）,3室2厅,120.32,青浦,高区/6层,朝南北,430,35738,1997年建
24920,留水园别墅,3室2厅,103.98,青浦,高区/6层,朝南北,325,31256,
24921,万寿新村（青浦）,3室2厅,113.67,青浦,高区/6层,朝南北,340,29911,
24922,仁恒运杰河滨花园,3室2厅,132.76,青浦,低区/17层,朝南,470,35402,2006年建
24923,大盈公寓,3室2厅,137.52,青浦,中区/12层,朝南北,430,31268,
24924,翠苑（公寓）,2室2厅,92.48,青浦,中区/5层,,300,32439,2010年建
24925,西部花苑,3室2厅,120.99,青浦,高区/6层,朝南北,350,28928,
24926,龙湖滟澜山（公寓）,4室2厅,85.38,青浦,中区/4层,朝南,820,96041,2010年建
24927,庆华新村,2室1厅,56.05,青浦,高区/5层,朝南北,170,30330,1982年建
24928,城北新村,3室1厅,57.94,青浦,中区/6层,朝南,168,28995,1984年建
24929,上海豪都国际花园（公寓）,3室2厅,127.9,青浦,中区/6层,朝南北,480,37529,2000年建
24930,金地格林郡,3室2厅,136.4,青浦,中区/4层,朝南,500,36656,2007年建
24931,西郊美德苑,2室2厅,90.46,青浦,中区/21层,朝南,415,45876,2010年建
24932,祥腾假日风情商业广场,2室1厅,92.07,青浦,中区/12层,朝南北,110,11947,2011年建
24933,泰安公寓,3室2厅,123.74,青浦,中区/5层,朝南北,350,28285,2010年建
24934,观庭,3室3厅,228.04,青浦,地上3层,(进门) 南,1380,60515,2011年建
24935,侨鑫公寓,3室2厅,107.03,青浦,高区/5层,朝南,360,33635,1998年建
24936,虹桥新领第,1室0厅,38.85,青浦,高区/11层,朝西,158,40669,
24937,银涛高尔夫别墅,5室2厅,432.19,青浦,地上2层,(进门) 南北,2000,46275,
